model,hour,regime,mae,n
time-moe-200m-L720,5,aggregate,1068.18263037966,456
time-moe-200m-L720,6,aggregate,1237.425187774123,456
time-moe-200m-L720,7,aggregate,1287.2143626644734,456
time-moe-200m-L720,8,aggregate,1312.9722541461074,456
time-moe-200m-L720,9,aggregate,1308.056429893092,456
time-moe-200m-L720,10,aggregate,1414.4822073739033,456
time-moe-200m-L720,11,aggregate,1415.3687258429275,456
time-moe-200m-L720,12,aggregate,1393.1070336485745,456
time-moe-200m-L720,13,aggregate,1305.3037253289474,456
time-moe-200m-L720,14,aggregate,1140.9551343201756,456
time-moe-200m-L720,15,aggregate,980.2721647135418,456
time-moe-200m-L720,16,aggregate,907.8141810581142,456
time-moe-200m-L720,17,aggregate,887.5535567434209,456
time-moe-200m-L720,18,aggregate,883.7455792557564,456
time-moe-200m-L720,19,aggregate,826.8119493558114,456
time-moe-200m-L720,20,aggregate,781.4409633703398,456
time-moe-200m-L720,21,aggregate,680.0321038925439,456
time-moe-200m-L720,22,aggregate,660.151158511513,456
time-moe-200m-L720,23,aggregate,673.3967881373356,456
time-moe-200m-L720,0,Heatwave,772.4536279296873,64
time-moe-200m-L720,1,Heatwave,742.2554736328129,64
time-moe-200m-L720,2,Heatwave,716.9921838378903,64
time-moe-200m-L720,3,Heatwave,726.1243652343749,64
time-moe-200m-L720,4,Heatwave,845.6509313964841,64
time-moe-200m-L720,5,Heatwave,1260.1741772460934,64
time-moe-200m-L720,6,Heatwave,1477.3603332519538,64
time-moe-200m-L720,7,Heatwave,1611.351999511719,64
time-moe-200m-L720,8,Heatwave,1672.4999658203128,64
time-moe-200m-L720,9,Heatwave,1719.1483886718747,64
time-moe-200m-L720,10,Heatwave,1765.9675341796874,64
time-moe-200m-L720,11,Heatwave,1768.9639404296872,64
time-moe-200m-L720,12,Heatwave,1750.1227807617188,64
time-moe-200m-L720,13,Heatwave,1650.1193750000004,64
time-moe-200m-L720,14,Heatwave,1536.882241210938,64
time-moe-200m-L720,15,Heatwave,1355.2056665039063,64
time-moe-200m-L720,16,Heatwave,1279.9019921875,64
time-moe-200m-L720,17,Heatwave,1289.2495239257812,64
time-moe-200m-L720,18,Heatwave,1289.4167749023436,64
time-moe-200m-L720,19,Heatwave,1217.9828466796876,64
time-moe-200m-L720,20,Heatwave,1123.1186621093752,64
time-moe-200m-L720,21,Heatwave,991.0162341308594,64
time-moe-200m-L720,22,Heatwave,918.2576477050777,64
time-moe-200m-L720,23,Heatwave,941.954248046875,64
time-moe-200m-L720,0,Normal,614.63394237988,333
time-moe-200m-L720,1,Normal,622.5978849943696,333
time-moe-200m-L720,2,Normal,618.40842553491,333
time-moe-200m-L720,3,Normal,636.4075584177928,333
time-moe-200m-L720,4,Normal,753.1227604166667,333
time-moe-200m-L720,5,Normal,976.2842274305557,333
time-moe-200m-L720,6,Normal,1132.9271267361112,333
time-moe-200m-L720,7,Normal,1172.2412767454953,333
time-moe-200m-L720,8,Normal,1208.894486204955,333
time-moe-200m-L720,9,Normal,1207.0637436655404,333
time-moe-200m-L720,10,Normal,1334.7783983201948,333
time-moe-200m-L720,11,Normal,1337.7952310904654,333
time-moe-200m-L720,12,Normal,1316.0935503472222,333
time-moe-200m-L720,13,Normal,1224.3030839433184,333
time-moe-200m-L720,14,Normal,1057.237908220721,333
time-moe-200m-L720,15,Normal,896.0167335304055,333
time-moe-200m-L720,16,Normal,806.3580316253756,333
time-moe-200m-L720,17,Normal,796.2383840090089,333
time-moe-200m-L720,18,Normal,792.3045694913664,333
time-moe-200m-L720,19,Normal,734.6638321133631,333
time-moe-200m-L720,20,Normal,706.5420896677925,333
time-moe-200m-L720,21,Normal,631.8083201951953,333
time-moe-200m-L720,22,Normal,616.8468062593843,333
time-moe-200m-L720,23,Normal,618.4967694256756,333
time-moe-200m-L720,0,Ramadan,725.4524960275423,59
time-moe-200m-L720,1,Ramadan,849.9508355402546,59
time-moe-200m-L720,2,Ramadan,917.0538188559321,59
time-moe-200m-L720,3,Ramadan,905.3278932733049,59
time-moe-200m-L720,4,Ramadan,1196.8783606991524,59
time-moe-200m-L720,5,Ramadan,1378.6014300847457,59
time-moe-200m-L720,6,Ramadan,1566.9506965042374,59
time-moe-200m-L720,7,Ramadan,1584.5233262711865,59
time-moe-200m-L720,8,Ramadan,1510.398070709746,59
time-moe-200m-L720,9,Ramadan,1432.135737552966,59
time-moe-200m-L720,10,Ramadan,1483.063690413135,59
time-moe-200m-L720,11,Ramadan,1469.637878707627,59
time-moe-200m-L720,12,Ramadan,1440.5050357521184,59
time-moe-200m-L720,13,Ramadan,1388.4395219809314,59
time-moe-200m-L720,14,Ramadan,1183.9805826271183,59
time-moe-200m-L720,15,Ramadan,1049.1080031779659,59
time-moe-200m-L720,16,Ramadan,1076.8188903601692,59
time-moe-200m-L720,17,Ramadan,967.2045842161015,59
time-moe-200m-L720,18,Ramadan,959.7947272245759,59
time-moe-200m-L720,19,Ramadan,922.581197033898,59
time-moe-200m-L720,20,Ramadan,833.5418485169492,59
time-moe-200m-L720,21,Ramadan,614.8716909427965,59
time-moe-200m-L720,22,Ramadan,624.5839380296615,59
time-moe-200m-L720,23,Ramadan,691.9396490995766,59
mstl_ets-nohijri,0,aggregate,1211.3587592065676,456
mstl_ets-nohijri,1,aggregate,1365.8232195113092,456
mstl_ets-nohijri,2,aggregate,1531.8671047723624,456
mstl_ets-nohijri,3,aggregate,1751.6322465836558,456
mstl_ets-nohijri,4,aggregate,1800.990862197457,456
mstl_ets-nohijri,5,aggregate,1660.0926674844638,456
mstl_ets-nohijri,6,aggregate,1595.0371675726992,456
mstl_ets-nohijri,7,aggregate,1586.434022159321,456
mstl_ets-nohijri,8,aggregate,1676.6527089897897,456
mstl_ets-nohijri,9,aggregate,1841.6299879985934,456
mstl_ets-nohijri,10,aggregate,1968.4590533492815,456
mstl_ets-nohijri,11,aggregate,2101.238005930609,456
mstl_ets-nohijri,12,aggregate,2056.8726021170737,456
mstl_ets-nohijri,13,aggregate,1854.87529640657,456
mstl_ets-nohijri,14,aggregate,1790.9221247464711,456
mstl_ets-nohijri,15,aggregate,1774.6730552694926,456
mstl_ets-nohijri,16,aggregate,1430.8766573283185,456
mstl_ets-nohijri,17,aggregate,1405.7071083350463,456
mstl_ets-nohijri,18,aggregate,1451.815843571673,456
mstl_ets-nohijri,19,aggregate,1330.5763217760266,456
mstl_ets-nohijri,20,aggregate,1300.3348139987982,456
mstl_ets-nohijri,21,aggregate,1222.1227296881536,456
mstl_ets-nohijri,22,aggregate,1238.9506086105494,456
mstl_ets-nohijri,23,aggregate,1291.314688689789,456
mstl_ets-nohijri,0,Heatwave,1372.8282242127111,64
mstl_ets-nohijri,1,Heatwave,1621.143423777602,64
mstl_ets-nohijri,2,Heatwave,2357.5027816301244,64
mstl_ets-nohijri,3,Heatwave,3742.58575504042,64
mstl_ets-nohijri,4,Heatwave,3649.956183954895,64
mstl_ets-nohijri,5,Heatwave,2358.4853626813124,64
mstl_ets-nohijri,6,Heatwave,1486.9373119760376,64
mstl_ets-nohijri,7,Heatwave,1794.0576014009853,64
mstl_ets-nohijri,8,Heatwave,2443.584423215693,64
mstl_ets-nohijri,9,Heatwave,3333.871619809538,64
mstl_ets-nohijri,10,Heatwave,3939.851098464315,64
mstl_ets-nohijri,11,Heatwave,4258.966438507725,64
mstl_ets-nohijri,12,Heatwave,4005.123258339245,64
mstl_ets-nohijri,13,Heatwave,3114.412522789142,64
mstl_ets-nohijri,14,Heatwave,1820.2898362858182,64
mstl_ets-nohijri,15,Heatwave,2077.83698300201,64
mstl_ets-nohijri,16,Heatwave,1759.3273385001248,64
mstl_ets-nohijri,17,Heatwave,2224.25190427508,64
mstl_ets-nohijri,18,Heatwave,2668.149251223711,64
mstl_ets-nohijri,19,Heatwave,2449.9342133079535,64
mstl_ets-nohijri,20,Heatwave,2329.6536114510423,64
mstl_ets-nohijri,21,Heatwave,2058.634222805994,64
mstl_ets-nohijri,22,Heatwave,1870.7435502994063,64
mstl_ets-nohijri,23,Heatwave,1795.9525168724465,64
mstl_ets-nohijri,0,Normal,1099.229223867929,333
mstl_ets-nohijri,1,Normal,1140.9427905416674,333
mstl_ets-nohijri,2,Normal,1270.8823861465412,333
mstl_ets-nohijri,3,Normal,1517.3360488942621,333
mstl_ets-nohijri,4,Normal,1435.7800791546956,333
mstl_ets-nohijri,5,Normal,1404.4458914218208,333
mstl_ets-nohijri,6,Normal,1436.6784695671017,333
mstl_ets-nohijri,7,Normal,1394.735330984668,333
mstl_ets-nohijri,8,Normal,1418.8904244353653,333
mstl_ets-nohijri,9,Normal,1556.653955174813,333
mstl_ets-nohijri,10,Normal,1594.5675136078353,333
mstl_ets-nohijri,11,Normal,1691.7028353539797,333
mstl_ets-nohijri,12,Normal,1671.5030395162596,333
mstl_ets-nohijri,13,Normal,1543.3769127573291,333
mstl_ets-nohijri,14,Normal,1614.2512676077122,333
mstl_ets-nohijri,15,Normal,1649.5626687957558,333
mstl_ets-nohijri,16,Normal,1321.0686913594504,333
mstl_ets-nohijri,17,Normal,1268.8366341522071,333
mstl_ets-nohijri,18,Normal,1264.7812880164602,333
mstl_ets-nohijri,19,Normal,1149.9816958090228,333
mstl_ets-nohijri,20,Normal,1098.7106692726736,333
mstl_ets-nohijri,21,Normal,1046.2186287441396,333
mstl_ets-nohijri,22,Normal,1109.2159897543527,333
mstl_ets-nohijri,23,Normal,1195.8718561285825,333
mstl_ets-nohijri,0,Ramadan,1669.072140687474,59
mstl_ets-nohijri,1,Ramadan,2358.106097034156,59
mstl_ets-nohijri,2,Ramadan,2109.2777485605275,59
mstl_ets-nohijri,3,Ramadan,914.3374887757794,59
mstl_ets-nohijri,4,Ramadan,1856.6079835663295,59
mstl_ets-nohijri,5,Ramadan,2345.401886743139,59
mstl_ets-nohijri,6,Ramadan,2606.0852556074506,59
mstl_ets-nohijri,7,Ramadan,2443.1756338490304,59
mstl_ets-nohijri,8,Ramadan,2299.5545911281874,59
mstl_ets-nohijri,9,Ramadan,1831.3512506158538,59
mstl_ets-nohijri,10,Ramadan,1940.2690846465587,59
mstl_ets-nohijri,11,Ramadan,2072.095499440474,59
mstl_ets-nohijri,12,Ramadan,2118.567896148468,59
mstl_ets-nohijri,13,Ramadan,2246.715622961019,59
mstl_ets-nohijri,14,Ramadan,2756.2079194700023,59
mstl_ets-nohijri,15,Ramadan,2151.9487725724284,59
mstl_ets-nohijri,16,Ramadan,1694.3547772035304,59
mstl_ets-nohijri,17,Ramadan,1290.3003449913754,59
mstl_ets-nohijri,18,Ramadan,1188.0390454387136,59
mstl_ets-nohijri,19,Ramadan,1135.6459046399063,59
mstl_ets-nohijri,20,Ramadan,1321.7659522505926,59
mstl_ets-nohijri,21,Ramadan,1307.5351034985758,59
mstl_ets-nohijri,22,Ramadan,1285.8468765940506,59
mstl_ets-nohijri,23,Ramadan,1282.596760540494,59
mstl_ets-hijri,0,aggregate,1161.935563728769,456
mstl_ets-hijri,1,aggregate,1183.160649564211,456
mstl_ets-hijri,2,aggregate,1349.2049487991612,456
mstl_ets-hijri,3,aggregate,1761.3786026632965,456
mstl_ets-hijri,4,aggregate,1684.6217485379398,456
mstl_ets-hijri,5,aggregate,1511.671862575349,456
mstl_ets-hijri,6,aggregate,1447.104710477625,456
mstl_ets-hijri,7,aggregate,1476.5428997170168,456
mstl_ets-hijri,8,aggregate,1602.5578575973566,456
mstl_ets-hijri,9,aggregate,1838.196936444762,456
mstl_ets-hijri,10,aggregate,1948.278930379935,456
mstl_ets-hijri,11,aggregate,2073.5444035161854,456
mstl_ets-hijri,12,aggregate,2017.4119296141025,456
mstl_ets-hijri,13,aggregate,1770.3760563599192,456
mstl_ets-hijri,14,aggregate,1627.8429594226964,456
mstl_ets-hijri,15,aggregate,1692.0439723854631,456
mstl_ets-hijri,16,aggregate,1381.0285451069583,456
mstl_ets-hijri,17,aggregate,1417.0033385127208,456
mstl_ets-hijri,18,aggregate,1439.4806577300596,456
mstl_ets-hijri,19,aggregate,1316.730773538338,456
mstl_ets-hijri,20,aggregate,1262.9874380753508,456
mstl_ets-hijri,21,aggregate,1183.2651488980455,456
mstl_ets-hijri,22,aggregate,1218.4792709075837,456
mstl_ets-hijri,23,aggregate,1295.3117596776306,456
mstl_ets-hijri,0,Heatwave,1372.8282242127111,64
mstl_ets-hijri,1,Heatwave,1621.143423777602,64
mstl_ets-hijri,2,Heatwave,2357.5027816301244,64
mstl_ets-hijri,3,Heatwave,3742.58575504042,64
mstl_ets-hijri,4,Heatwave,3649.956183954895,64
mstl_ets-hijri,5,Heatwave,2358.4853626813124,64
mstl_ets-hijri,6,Heatwave,1486.9373119760376,64
mstl_ets-hijri,7,Heatwave,1794.0576014009853,64
mstl_ets-hijri,8,Heatwave,2443.584423215693,64
mstl_ets-hijri,9,Heatwave,3333.871619809538,64
mstl_ets-hijri,10,Heatwave,3939.851098464315,64
mstl_ets-hijri,11,Heatwave,4258.966438507725,64
mstl_ets-hijri,12,Heatwave,4005.123258339245,64
mstl_ets-hijri,13,Heatwave,3114.412522789142,64
mstl_ets-hijri,14,Heatwave,1820.2898362858182,64
mstl_ets-hijri,15,Heatwave,2077.83698300201,64
mstl_ets-hijri,16,Heatwave,1759.3273385001248,64
mstl_ets-hijri,17,Heatwave,2224.25190427508,64
mstl_ets-hijri,18,Heatwave,2668.149251223711,64
mstl_ets-hijri,19,Heatwave,2449.9342133079535,64
mstl_ets-hijri,20,Heatwave,2329.6536114510423,64
mstl_ets-hijri,21,Heatwave,2058.634222805994,64
mstl_ets-hijri,22,Heatwave,1870.7435502994063,64
mstl_ets-hijri,23,Heatwave,1795.9525168724465,64
mstl_ets-hijri,0,Normal,1099.229223867929,333
mstl_ets-hijri,1,Normal,1140.9427905416674,333
mstl_ets-hijri,2,Normal,1270.8823861465412,333
mstl_ets-hijri,3,Normal,1517.3360488942621,333
mstl_ets-hijri,4,Normal,1435.7800791546956,333
mstl_ets-hijri,5,Normal,1404.4458914218208,333
mstl_ets-hijri,6,Normal,1436.6784695671017,333
mstl_ets-hijri,7,Normal,1394.735330984668,333
mstl_ets-hijri,8,Normal,1418.8904244353653,333
mstl_ets-hijri,9,Normal,1556.653955174813,333
mstl_ets-hijri,10,Normal,1594.5675136078353,333
mstl_ets-hijri,11,Normal,1691.7028353539797,333
mstl_ets-hijri,12,Normal,1671.5030395162596,333
mstl_ets-hijri,13,Normal,1543.3769127573291,333
mstl_ets-hijri,14,Normal,1614.2512676077122,333
mstl_ets-hijri,15,Normal,1649.5626687957558,333
mstl_ets-hijri,16,Normal,1321.0686913594504,333
mstl_ets-hijri,17,Normal,1268.8366341522071,333
mstl_ets-hijri,18,Normal,1264.7812880164602,333
mstl_ets-hijri,19,Normal,1149.9816958090228,333
mstl_ets-hijri,20,Normal,1098.7106692726736,333
mstl_ets-hijri,21,Normal,1054.6856938647816,333
mstl_ets-hijri,22,Normal,1118.922422391613,333
mstl_ets-hijri,23,Normal,1207.0508463570782,333
mstl_ets-hijri,0,Ramadan,1287.089477333641,59
mstl_ets-hijri,1,Ramadan,946.3411496464151,59
mstl_ets-hijri,2,Ramadan,697.5160006998534,59
mstl_ets-hijri,3,Ramadan,989.6652577980863,59
mstl_ets-hijri,4,Ramadan,957.2128000283661,59
mstl_ets-hijri,5,Ramadan,1198.2851572760837,59
mstl_ets-hijri,6,Ramadan,1462.7428753472177,59
mstl_ets-hijri,7,Ramadan,1593.84763666783,59
mstl_ets-hijri,8,Ramadan,1726.8892990104002,59
mstl_ets-hijri,9,Ramadan,1804.8178352167506,59
mstl_ets-hijri,10,Ramadan,1784.3006766122883,59
mstl_ets-hijri,11,Ramadan,1858.0568095934061,59
mstl_ets-hijri,12,Ramadan,1813.5837154475373,59
mstl_ets-hijri,13,Ramadan,1593.6367507360583,59
mstl_ets-hijri,14,Ramadan,1495.7994552726927,59
mstl_ets-hijri,15,Ramadan,1513.3239963839997,59
mstl_ets-hijri,16,Ramadan,1309.0880115604732,59
mstl_ets-hijri,17,Ramadan,1377.6068019578067,59
mstl_ets-hijri,18,Ramadan,1092.702693849295,59
mstl_ets-hijri,19,Ramadan,1028.6362436842126,59
mstl_ets-hijri,20,Ramadan,1033.115046808357,59
mstl_ets-hijri,21,Ramadan,959.4234166263191,59
mstl_ets-hijri,22,Ramadan,1072.8439603099835,59
mstl_ets-hijri,23,Ramadan,1250.3943982416247,59
sarimax-nohijri,0,aggregate,1157.2384998254477,456
sarimax-nohijri,1,aggregate,1194.4442192466784,456
sarimax-nohijri,2,aggregate,1279.5408123258253,456
sarimax-nohijri,3,aggregate,1484.152264653705,456
sarimax-nohijri,4,aggregate,2225.2091925774766,456
sarimax-nohijri,5,aggregate,3777.5337759496374,456
sarimax-nohijri,6,aggregate,4098.7793809767,456
sarimax-nohijri,7,aggregate,3801.890866154172,456
sarimax-nohijri,8,aggregate,3654.7642830115888,456
sarimax-nohijri,9,aggregate,3122.9455963712,456
sarimax-nohijri,10,aggregate,3222.2076609594233,456
sarimax-nohijri,11,aggregate,3534.5649794402284,456
sarimax-nohijri,12,aggregate,3557.3863266312924,456
sarimax-nohijri,13,aggregate,3621.8521741570175,456
sarimax-nohijri,14,aggregate,3307.0323787752577,456
sarimax-nohijri,15,aggregate,2539.5293291330595,456
sarimax-nohijri,16,aggregate,2264.4158841935555,456
sarimax-nohijri,17,aggregate,2162.956021418797,456
sarimax-nohijri,18,aggregate,2068.1176876250533,456
sarimax-nohijri,19,aggregate,1932.1512912518515,456
sarimax-nohijri,20,aggregate,1806.2011727129664,456
sarimax-nohijri,21,aggregate,1626.3492413214415,456
sarimax-nohijri,22,aggregate,1586.474430426963,456
sarimax-nohijri,23,aggregate,1593.2298774813264,456
sarimax-nohijri,0,Heatwave,1382.6813307680509,64
sarimax-nohijri,1,Heatwave,1352.0024425288298,64
sarimax-nohijri,2,Heatwave,1421.3036320499798,64
sarimax-nohijri,3,Heatwave,1558.7561487742037,64
sarimax-nohijri,4,Heatwave,2113.8803711510627,64
sarimax-nohijri,5,Heatwave,3750.7025267661184,64
sarimax-nohijri,6,Heatwave,4325.662536328284,64
sarimax-nohijri,7,Heatwave,4289.125773111224,64
sarimax-nohijri,8,Heatwave,4305.738111400887,64
sarimax-nohijri,9,Heatwave,3907.5766958954528,64
sarimax-nohijri,10,Heatwave,4040.5948792448908,64
sarimax-nohijri,11,Heatwave,4500.75456070459,64
sarimax-nohijri,12,Heatwave,4467.232176450943,64
sarimax-nohijri,13,Heatwave,4443.387667860512,64
sarimax-nohijri,14,Heatwave,4039.685408638182,64
sarimax-nohijri,15,Heatwave,3202.154328503476,64
sarimax-nohijri,16,Heatwave,2889.4309452561197,64
sarimax-nohijri,17,Heatwave,2756.3445195414315,64
sarimax-nohijri,18,Heatwave,2648.062214785577,64
sarimax-nohijri,19,Heatwave,2532.3805223565932,64
sarimax-nohijri,20,Heatwave,2369.0677917537787,64
sarimax-nohijri,21,Heatwave,2157.49284267529,64
sarimax-nohijri,22,Heatwave,2076.8843490718614,64
sarimax-nohijri,23,Heatwave,2048.1669571021484,64
sarimax-nohijri,0,Normal,1137.3861901570256,333
sarimax-nohijri,1,Normal,1168.967398936051,333
sarimax-nohijri,2,Normal,1248.8205646795113,333
sarimax-nohijri,3,Normal,1488.3463025099982,333
sarimax-nohijri,4,Normal,2267.0796210182916,333
sarimax-nohijri,5,Normal,3863.46049856775,333
sarimax-nohijri,6,Normal,4148.468294132884,333
sarimax-nohijri,7,Normal,3780.340857981128,333
sarimax-nohijri,8,Normal,3604.872602687206,333
sarimax-nohijri,9,Normal,3010.625822067133,333
sarimax-nohijri,10,Normal,3092.0907102207757,333
sarimax-nohijri,11,Normal,3406.2440530173144,333
sarimax-nohijri,12,Normal,3432.681469371194,333
sarimax-nohijri,13,Normal,3537.625827094506,333
sarimax-nohijri,14,Normal,3276.2436102421316,333
sarimax-nohijri,15,Normal,2479.8616652714836,333
sarimax-nohijri,16,Normal,2160.077605840776,333
sarimax-nohijri,17,Normal,2091.6958139467047,333
sarimax-nohijri,18,Normal,2001.6420160247835,333
sarimax-nohijri,19,Normal,1860.200941065262,333
sarimax-nohijri,20,Normal,1733.1635674007352,333
sarimax-nohijri,21,Normal,1586.1229241543713,333
sarimax-nohijri,22,Normal,1543.1640090043645,333
sarimax-nohijri,23,Normal,1550.2960167919432,333
sarimax-nohijri,0,Ramadan,1024.7381259145632,59
sarimax-nohijri,1,Ramadan,1167.3265052361867,59
sarimax-nohijri,2,Ramadan,1299.1513547644138,59
sarimax-nohijri,3,Ramadan,1379.5545834696788,59
sarimax-nohijri,4,Ramadan,2109.6531230944124,59
sarimax-nohijri,5,Ramadan,3321.66261181258,59
sarimax-nohijri,6,Ramadan,3572.221244984994,59
sarimax-nohijri,7,Ramadan,3394.9945725333605,59
sarimax-nohijri,8,Ramadan,3230.2152072675967,59
sarimax-nohijri,9,Ramadan,2905.760756942425,59
sarimax-nohijri,10,Ramadan,3068.8544851238275,59
sarimax-nohijri,11,Ramadan,3210.7469336421127,59
sarimax-nohijri,12,Ramadan,3274.2775652610367,59
sarimax-nohijri,13,Ramadan,3206.074241526383,59
sarimax-nohijri,14,Ramadan,2686.064006068541,59
sarimax-nohijri,15,Ramadan,2157.5180088991297,59
sarimax-nohijri,16,Ramadan,2175.3257618795114,59
sarimax-nohijri,17,Ramadan,1921.4778046113063,59
sarimax-nohijri,18,Ramadan,1814.2185165168569,59
sarimax-nohijri,19,Ramadan,1687.1478305981377,59
sarimax-nohijri,20,Ramadan,1607.8631888207794,59
sarimax-nohijri,21,Ramadan,1277.2335316602228,59
sarimax-nohijri,22,Ramadan,1298.9513039939388,59
sarimax-nohijri,23,Ramadan,1342.0604285632248,59
sarimax-hijri,0,aggregate,1148.0436849354649,456
sarimax-hijri,1,aggregate,1180.8649935840886,456
sarimax-hijri,2,aggregate,1261.1300896030352,456
sarimax-hijri,3,aggregate,1459.4989571023907,456
sarimax-hijri,4,aggregate,2198.6454608011486,456
sarimax-hijri,5,aggregate,3745.000510953437,456
sarimax-hijri,6,aggregate,4063.848346431012,456
sarimax-hijri,7,aggregate,3760.388583737319,456
sarimax-hijri,8,aggregate,3613.2712912756915,456
sarimax-hijri,9,aggregate,3080.5416929554212,456
sarimax-hijri,10,aggregate,3172.851510752694,456
sarimax-hijri,11,aggregate,3488.229348370058,456
sarimax-hijri,12,aggregate,3509.111421508203,456
sarimax-hijri,13,aggregate,3572.415814376038,456
sarimax-hijri,14,aggregate,3253.3373261142488,456
sarimax-hijri,15,aggregate,2488.750810705946,456
sarimax-hijri,16,aggregate,2213.0808286776937,456
sarimax-hijri,17,aggregate,2104.9287321278493,456
sarimax-hijri,18,aggregate,2012.772711049002,456
sarimax-hijri,19,aggregate,1882.3395526046909,456
sarimax-hijri,20,aggregate,1756.944961450411,456
sarimax-hijri,21,aggregate,1589.3497968886834,456
sarimax-hijri,22,aggregate,1548.7119493844164,456
sarimax-hijri,23,aggregate,1556.9068006016141,456
sarimax-hijri,0,Heatwave,1405.0596003449057,64
sarimax-hijri,1,Heatwave,1373.1392569355644,64
sarimax-hijri,2,Heatwave,1444.5850984635285,64
sarimax-hijri,3,Heatwave,1576.5047456520053,64
sarimax-hijri,4,Heatwave,2121.3529014383757,64
sarimax-hijri,5,Heatwave,3755.4640225553653,64
sarimax-hijri,6,Heatwave,4329.990628600588,64
sarimax-hijri,7,Heatwave,4293.829281634918,64
sarimax-hijri,8,Heatwave,4309.949585366217,64
sarimax-hijri,9,Heatwave,3912.742637231086,64
sarimax-hijri,10,Heatwave,4044.6637679749338,64
sarimax-hijri,11,Heatwave,4504.818290433844,64
sarimax-hijri,12,Heatwave,4471.606131756649,64
sarimax-hijri,13,Heatwave,4447.979007070429,64
sarimax-hijri,14,Heatwave,4041.459566874952,64
sarimax-hijri,15,Heatwave,3204.5767846221993,64
sarimax-hijri,16,Heatwave,2894.614043376581,64
sarimax-hijri,17,Heatwave,2758.7888326383363,64
sarimax-hijri,18,Heatwave,2648.546970297698,64
sarimax-hijri,19,Heatwave,2531.933440802186,64
sarimax-hijri,20,Heatwave,2372.470520870025,64
sarimax-hijri,21,Heatwave,2160.8839137041127,64
sarimax-hijri,22,Heatwave,2083.4873351105307,64
sarimax-hijri,23,Heatwave,2053.53495589156,64
sarimax-hijri,0,Normal,1114.8201509430937,333
sarimax-hijri,1,Normal,1144.3833039593735,333
sarimax-hijri,2,Normal,1220.1648622534583,333
sarimax-hijri,3,Normal,1454.9243906587922,333
sarimax-hijri,4,Normal,2224.335259070304,333
sarimax-hijri,5,Normal,3811.6760589576056,333
sarimax-hijri,6,Normal,4095.4290097142953,333
sarimax-hijri,7,Normal,3726.6267485561048,333
sarimax-hijri,8,Normal,3551.4286047866553,333
sarimax-hijri,9,Normal,2957.19563855584,333
sarimax-hijri,10,Normal,3031.9829112829093,333
sarimax-hijri,11,Normal,3348.59746030331,333
sarimax-hijri,12,Normal,3372.4710899331403,333
sarimax-hijri,13,Normal,3475.7355169771063,333
sarimax-hijri,14,Normal,3213.5899145240664,333
sarimax-hijri,15,Normal,2418.245925332301,333
sarimax-hijri,16,Normal,2092.572972553978,333
sarimax-hijri,17,Normal,2019.9071278303188,333
sarimax-hijri,18,Normal,1931.2750486977245,333
sarimax-hijri,19,Normal,1791.0364756484369,333
sarimax-hijri,20,Normal,1664.9197412594872,333
sarimax-hijri,21,Normal,1521.4149297708236,333
sarimax-hijri,22,Normal,1477.9783749207938,333
sarimax-hijri,23,Normal,1486.7738595111703,333
sarimax-hijri,0,Ramadan,1056.7626380414883,59
sarimax-hijri,1,Ramadan,1178.2014307118088,59
sarimax-hijri,2,Ramadan,1293.3385665579085,59
sarimax-hijri,3,Ramadan,1358.3965869082024,59
sarimax-hijri,4,Ramadan,2137.4932739467204,59
sarimax-hijri,5,Ramadan,3357.3289477684975,59
sarimax-hijri,6,Ramadan,3596.908228936328,59
sarimax-hijri,7,Ramadan,3372.29513373559,59
sarimax-hijri,8,Ramadan,3206.596779056292,59
sarimax-hijri,9,Ramadan,2873.9887384031886,59
sarimax-hijri,10,Ramadan,3022.228784671593,59
sarimax-hijri,11,Ramadan,3173.5806438640357,59
sarimax-hijri,12,Ramadan,3236.2566580945677,59
sarimax-hijri,13,Ramadan,3168.3225042303325,59
sarimax-hijri,14,Ramadan,2622.762150704851,59
sarimax-hijri,15,Ramadan,2110.195971702283,59
sarimax-hijri,16,Ramadan,2153.9450718720796,59
sarimax-hijri,17,Ramadan,1875.5244575245722,59
sarimax-hijri,18,Ramadan,1783.0976088635605,59
sarimax-hijri,19,Ramadan,1693.0160912791468,59
sarimax-hijri,20,Ramadan,1608.6528007846866,59
sarimax-hijri,21,Ramadan,1352.8095811947837,59
sarimax-hijri,22,Ramadan,1367.8417054846725,59
sarimax-hijri,23,Ramadan,1414.0265877975667,59
patchtsmixer-nohijri-L168,0,aggregate,898.3995014391448,456
patchtsmixer-nohijri-L168,1,aggregate,646.6529971902412,456
patchtsmixer-nohijri-L168,2,aggregate,714.0402288925438,456
patchtsmixer-nohijri-L168,3,aggregate,1048.5889747807018,456
patchtsmixer-nohijri-L168,4,aggregate,1872.2544188596491,456
patchtsmixer-nohijri-L168,5,aggregate,4464.233386958607,456
patchtsmixer-nohijri-L168,6,aggregate,2871.633908991228,456
patchtsmixer-nohijri-L168,7,aggregate,1687.8092139528512,456
patchtsmixer-nohijri-L168,8,aggregate,1478.674077919408,456
patchtsmixer-nohijri-L168,9,aggregate,1547.171195689419,456
patchtsmixer-nohijri-L168,10,aggregate,1375.3767329701207,456
patchtsmixer-nohijri-L168,11,aggregate,1546.9888200726423,456
patchtsmixer-nohijri-L168,12,aggregate,1210.574754488761,456
patchtsmixer-nohijri-L168,13,aggregate,1260.4057134046054,456
